 Procedimentos hospitalares do SUS - por local de internação - Brasil
InternaçõesValor totalDias permanênciaÓbitos por Município
Procedimento: todos, exceto Covid
Período:Abr-Dez/2020
"Município";"Internações";"Valor_total";"Dias_permanência";"Óbitos"
"412667 Tamarana";86;12284,54;285;1
"412670 Tamboara";170;69755,88;658;3
"412700 Teixeira Soares";168;88765,56;531;8
"412710 Telêmaco Borba";3645;3463744,00;12826;195
"412720 Terra Boa";635;258013,65;1817;22
"412730 Terra Rica";442;168093,70;1587;20
"412750 Tibagi";303;89636,56;1317;14
"412760 Tijucas do Sul";167;48214,68;328;7
"412770 Toledo";5612;10199258,26;21483;354
"412780 Tomazina";479;151024,97;1405;7
"412785 Três Barras do Paraná";341;157318,13;933;16
"412790 Tuneiras do Oeste";70;21610,61;171;-
"412795 Tupãssi";71;27276,96;145;1
"412796 Turvo";470;153677,17;797;6
"412800 Ubiratã";2043;1092287,00;5644;70
"412810 Umuarama";12858;23302734,40;82498;818
"412820 União da Vitória";4216;4906973,56;23611;223
"412840 Uraí";89;32628,40;266;5
"412855 Vera Cruz do Oeste";172;72661,79;568;17
"412860 Verê";240;105442,65;853;6
"412850 Wenceslau Braz";180;77019,33;481;7
"420010 Abelardo Luz";735;429601,19;1290;21
"420040 Água Doce";288;92762,72;664;2
"420070 Alfredo Wagner";149;54550,81;411;7
"420090 Angelina";283;207828,50;1103;12
"420100 Anita Garibaldi";400;195464,87;1046;17
"420110 Anitápolis";25;9503,02;66;1
"420127 Arabutã";74;39684,58;139;2
"420140 Araranguá";4334;4028485,35;16987;225
"420150 Armazém";329;148643,40;1012;14
"420160 Arroio Trinta";335;92736,07;443;-
"420200 Balneário Camboriú";6100;6330134,66;23627;316
"420230 Biguaçu";1428;794059,11;5012;54
"420240 Blumenau";18450;42542355,36;64466;895
"420260 Bom Retiro";291;121521,14;1184;5
"420280 Braço do Norte";1490;956233,68;3829;53
"420290 Brusque";5092;4552855,52;18565;190
"420300 Caçador";3086;4292101,19;11558;181
"420310 Caibi";117;55728,41;327;7
"420320 Camboriú";318;243994,61;261;-
"420330 Campo Alegre";462;272490,98;883;14
"420340 Campo Belo do Sul";233;89048,88;593;3
"420350 Campo Erê";415;185932,81;1129;13
"420360 Campos Novos";1489;785929,54;3737;58
"420370 Canelinha";159;84766,21;374;8
"420380 Canoinhas";1441;2127492,89;5046;90
"420390 Capinzal";994;423415,19;2609;35
"420410 Caxambu do Sul";124;73067,29;375;5
"420420 Chapecó";12673;20983689,78;49124;536
"420430 Concórdia";5316;8813911,43;19468;226
"420440 Coronel Freitas";250;169948,43;403;11
"420455 Correia Pinto";76;21286,83;279;3
"420460 Criciúma";11655;25974042,27;53186;845
"420470 Cunha Porã";346;174631,90;821;10
"420480 Curitibanos";3672;5074753,76;19389;177
"420490 Descanso";395;187951,83;1144;14
"420500 Dionísio Cerqueira";886;428094,19;2172;32
"420530 Faxinal dos Guedes";630;309191,02;962;7
"420540 Florianópolis";27901;40440345,33;136919;1326
"420550 Fraiburgo";1245;648401,77;3368;36
"420590 Gaspar";2080;1144031,17;4651;73
"420640 Guaraciaba";734;297339,58;1866;52
"420650 Guaramirim";181;88201,57;731;11
"420660 Guarujá do Sul";248;108052,50;490;4
"420690 Ibirama";3289;3377587,23;10150;154
"420700 Içara";2107;2207935,08;6755;168
"420730 Imbituba";2287;1093762,22;5899;115
"420750 Indaial";1965;1439712,23;5980;80
"420760 Ipira";81;30626,01;234;6
"420765 Iporã do Oeste";506;247250,17;1404;14
"420770 Ipumirim";68;34987,46;230;2
"420780 Irani";146;90345,89;1074;2
"420790 Irineópolis";171;82116,53;498;12
"420800 Itá";237;132018,77;654;1
"420810 Itaiópolis";150;93918,70;614;12
"420820 Itajaí";11132;25375241,84;55338;693
"420830 Itapema";286;122020,87;950;23
"420840 Itapiranga";263;132384,94;512;4
"420850 Ituporanga";1450;2204864,62;6166;107
"420870 Jacinto Machado";368;146680,93;1468;12
"420880 Jaguaruna";326;161099,35;1645;29
"420890 Jaraguá do Sul";9534;16620261,96;39295;421
"420900 Joaçaba";6155;12797824,35;22021;274
"420910 Joinville";28560;62310265,22;155418;1542
"420930 Lages";9765;19029932,31;47507;631
"420940 Laguna";279;162770,38;1301;14
"420960 Lauro Muller";243;144018,79;2035;17
"420970 Lebon Régis";92;19666,90;168;5
"420985 Lindóia do Sul";379;308267,02;8673;48
"421000 Luiz Alves";150;61699,83;1147;16
"421003 Luzerna";724;740607,96;11614;41
"421010 Mafra";5878;12270871,27;22931;282
"421030 Major Vieira";446;216207,09;731;21
"421050 Maravilha";1578;2057759,79;5348;112
"421060 Massaranduba";198;138229,64;366;12
"421080 Meleiro";519;365354,05;1832;28
"421090 Modelo";268;148898,10;764;11
"421100 Mondaí";378;304772,74;4603;16
"421120 Morro da Fumaça";811;510196,61;4868;26
"421130 Navegantes";659;387378,66;1844;23
"421140 Nova Erechim";759;587203,07;382;5
"421150 Nova Trento";295;181421,79;1292;34
"421160 Nova Veneza";195;95291,68;576;10
"421170 Orleans";634;293482,30;1746;34
"421175 Otacílio Costa";399;194115,44;2408;13
"421200 Palma Sola";561;249176,09;1283;7
"421210 Palmitos";531;325143,00;3527;10
"421220 Papanduva";554;312287,49;3831;28
"421250 Penha";624;1414983,07;640;-
"421260 Peritiba";183;94441,77;286;2
"421270 Petrolândia";45;15104,26;200;3
"421290 Pinhalzinho";563;262584,15;1107;22
"421320 Pomerode";1302;883365,24;2968;55
"421340 Ponte Serrada";1332;898195,36;9171;14
"421360 Porto União";2265;3775657,14;7851;146
"421370 Pouso Redondo";272;112457,94;852;22
"421380 Praia Grande";1010;540709,20;4829;27
"421400 Presidente Getúlio";299;125356,03;1030;23
"421420 Quilombo";798;386706,70;3800;15
"421450 Rio do Campo";219;78841,56;1011;9
"421480 Rio do Sul";5585;14548093,38;28158;271
"421470 Rio dos Cedros";1158;771925,33;3029;57
"421490 Rio Fortuna";372;115640,09;637;14
"421500 Rio Negrinho";1184;642790,70;4544;53
"421530 Salete";158;55039,38;489;12
"421540 Salto Veloso";105;25996,70;202;2
"421550 Santa Cecília";1261;808865,14;10064;15
"421570 Santo Amaro da Imperatriz";641;623252,15;1882;32
"421580 São Bento do Sul";2535;3117008,66;7068;102
"421590 São Bonifácio";222;109023,25;693;4
"421600 São Carlos";943;378121,54;2623;25
"421620 São Francisco do Sul";829;441096,57;2699;14
"421630 São João Batista";848;475854,48;1925;38
"421625 São João do Oeste";151;64445,00;334;7
"421650 São Joaquim";773;558599,92;3895;40
"421660 São José";13443;32745440,30;122197;616
"421670 São José do Cedro";338;186213,10;788;13
"421690 São Lourenço do Oeste";1131;461834,63;2856;47
"421710 São Martinho";196;75324,71;534;15
"421720 São Miguel do Oeste";3791;4312529,60;13591;250
"421725 São Pedro de Alcântara";233;520963,89;15291;15
"421730 Saudades";254;150141,22;686;7
"421750 Seara";476;248788,43;1698;23
"421770 Sombrio";390;163649,87;1108;44
"421780 Taió";694;322777,86;1393;29
"421790 Tangará";19;8541,67;70;-
"421800 Tijucas";623;365043,43;2309;27
"421810 Timbé do Sul";520;487319,20;1053;3
"421820 Timbó";166;293383,52;421;18
"421830 Três Barras";1106;410174,90;4280;16
"421840 Treze de Maio";1573;607144,22;2619;18
"421860 Trombudo Central";156;966999,48;12707;38
"421870 Tubarão";8758;20864506,16;43095;513
"421875 Tunápolis";406;376656,96;5917;9
"421880 Turvo";241;97564,37;777;14
"421890 Urubici";105;106471,60;1444;11
"421900 Urussanga";566;430015,43;5457;38
"421910 Vargeão";213;95003,95;543;6
"421920 Vidal Ramos";61;25554,53;406;5
"421930 Videira";2634;3065337,16;9342;151
"421935 Vitor Meireles";107;32584,52;327;4
"421950 Xanxerê";4552;12494200,86;20648;233
"421960 Xavantina";179;62473,58;465;4
"421970 Xaxim";1027;570370,28;2370;38
"430003 Aceguá";290;116731,04;995;11
"430010 Agudo";634;342462,70;2289;34
"430020 Ajuricaba";103;54632,91;599;11
"430030 Alecrim";339;207700,71;1670;40
"430040 Alegrete";3420;4246492,99;20361;213
"430050 Alpestre";378;122817,04;1191;17
"430060 Alvorada";3345;3081418,43;16972;239
"430064 Ametista do Sul";196;91603,38;652;10
"430070 Anta Gorda";226;113771,07;772;8
"430080 Antônio Prado";468;263437,69;1792;18
"430090 Aratiba";191;104566,13;449;9
"430100 Arroio do Meio";1459;838261,52;6415;36
"430120 Arroio do Tigre";849;429063,23;5184;40
"430130 Arroio Grande";331;214797,74;2144;33
"430140 Arvorezinha";418;203366,05;1574;14
"430150 Augusto Pestana";202;212335,39;3563;5
"430160 Bagé";4971;6377939,24;27723;442
"430210 Bento Gonçalves";4498;8338419,60;24968;221
"430220 Boa Vista do Buricá";233;119120,00;745;16
"430230 Bom Jesus";163;108296,40;1645;2
"430235 Bom Princípio";347;153050,40;1233;13
"430240 Bom Retiro do Sul";378;235396,89;1632;36
"430245 Boqueirão do Leão";304;171066,29;1972;9
"430270 Butiá";83;23156,05;818;11
"430280 Caçapava do Sul";1069;637742,77;5545;69
"430290 Cacequi";222;123772,63;1928;15
"430300 Cachoeira do Sul";4533;7044320,84;21670;275
"430310 Cachoeirinha";2746;2886711,93;15902;190
"430330 Caibaté";214;93730,19;767;8
"430340 Caiçara";145;130272,35;2067;5
"430350 Camaquã";3314;2630421,74;14862;216
"430360 Cambará do Sul";190;44569,11;1493;12
"430370 Campina das Missões";424;278181,63;4739;14
"430380 Campinas do Sul";122;56735,59;587;13
"430390 Campo Bom";2925;2948228,47;9240;179
"430400 Campo Novo";173;61727,71;524;3
"430420 Candelária";1337;764469,43;9239;60
"430430 Cândido Godói";408;241709,47;2094;17
"430440 Canela";1582;800587,10;5812;39
"430450 Canguçu";1210;1138920,60;6272;73
"430460 Canoas";19393;35512250,47;106646;1026
"430463 Capão da Canoa";3162;3160065,95;14417;193
"430470 Carazinho";3183;3772716,11;16191;218
"430480 Carlos Barbosa";749;479516,38;2358;29
"430490 Casca";286;157830,63;1901;27
"430510 Caxias do Sul";16193;36464297,92;118595;933
"430520 Cerro Largo";363;205413,27;1277;27
"430530 Chapada";112;47826,31;469;13
"430535 Charqueadas";609;349944,35;5060;41
"430540 Chiapetta";185;94767,47;856;10
"430570 Condor";246;91348,62;1779;8
"430580 Constantina";244;118790,23;817;9
"430590 Coronel Bicaco";269;115724,05;1014;6
"430600 Crissiumal";767;450392,55;2850;28
"430610 Cruz Alta";2646;3845220,72;15296;237
"430620 Cruzeiro do Sul";117;55347,60;573;18
"430630 David Canabarro";147;54887,84;672;12
"430640 Dois Irmãos";1047;610405,40;4641;46
"430645 Dois Lajeados";226;104307,07;1341;9
"430650 Dom Feliciano";121;80358,30;485;10
"430660 Dom Pedrito";1198;813410,88;7304;86
"430680 Encantado";1207;799671,29;5521;52
"430690 Encruzilhada do Sul";1068;498681,70;3420;59
"430700 Erechim";6519;10668279,57;24096;353
"430750 Espumoso";1104;567917,81;3935;36
"430760 Estância Velha";724;353193,08;4470;57
"430770 Esteio";3792;4192018,41;23709;267
"430780 Estrela";1939;3087205,43;9462;110
"430790 Farroupilha";3254;3828465,69;10762;153
"430800 Faxinal do Soturno";849;1695941,29;2797;44
"430810 Feliz";613;319279,35;3154;33
"430820 Flores da Cunha";568;374423,13;2373;18
"430840 Formigueiro";51;21740,26;282;2
"430845 Fortaleza dos Valos";37;16200,35;146;3
"430850 Frederico Westphalen";1460;1397421,18;7283;115
"430860 Garibaldi";1203;861406,88;4179;43
"430870 Gaurama";67;41009,58;289;10
"430890 Getúlio Vargas";958;551131,24;4440;42
"430900 Giruá";392;276814,46;2002;36
"430910 Gramado";1718;1627889,90;5240;72
"430920 Gravataí";4748;5518255,82;29267;450
"430925 Guabiju";22;5244,88;76;-
"430940 Guaporé";791;395510,79;2983;32
"430950 Guarani das Missões";415;250281,79;2433;32
"430710 Herval";89;38081,38;444;16
"430960 Horizontina";723;421270,92;2011;29
"430970 Humaitá";99;40726,74;253;5
"431000 Ibirubá";561;313573,22;1375;17
"431010 Igrejinha";2586;1533753,29;7872;90
"431020 Ijuí";7699;21259492,47;32518;375
"431030 Ilópolis";196;113406,82;767;6
"431050 Iraí";471;326463,56;4466;18
"431060 Itaqui";1463;891327,39;5473;100
"431075 Ivorá";52;23914,49;293;4
"431080 Ivoti";598;368009,22;4577;32
"431085 Jaboticaba";219;149648,67;3115;1
"431100 Jaguarão";882;454859,75;3167;35
"431110 Jaguari";378;167400,12;1950;38
"431112 Jaquirana";33;19076,82;223;-
"431120 Júlio de Castilhos";392;169165,28;1857;21
"431130 Lagoa Vermelha";783;452016,85;3427;54
"431140 Lajeado";2969;7484767,92;13123;180
"431150 Lavras do Sul";89;42620,62;465;11
"431180 Marau";1347;794312,19;4596;49
"431190 Marcelino Ramos";318;250111,24;5560;8
"431205 Marques de Souza";257;144430,83;951;21
"431210 Mata";90;39287,80;248;3
"431220 Maximiliano de Almeida";200;93703,81;1115;6
"431240 Montenegro";3507;3985748,09;22625;262
"431250 Mostardas";49;22512,75;207;8
"431260 Muçum";132;123015,02;641;13
"431265 Não-Me-Toque";504;245683,85;1634;28
"431270 Nonoai";1386;915918,10;7711;61
"431290 Nova Bassano";317;192453,02;1277;22
"431300 Nova Bréscia";206;113630,68;1469;20
"431310 Nova Palma";470;298465,46;4515;14
"431320 Nova Petrópolis";792;487278,16;3586;57
"431330 Nova Prata";1110;702180,06;3677;61
"431340 Novo Hamburgo";8963;18232848,32;46569;691
"431350 Osório";1842;1240454,48;8610;129
"431360 Paim Filho";263;180886,60;2007;9
"431365 Palmares do Sul";202;96747,81;1336;24
"431370 Palmeira das Missões";1620;983041,32;5385;108
"431380 Palmitinho";668;369618,60;4504;15
"431390 Panambi";1474;807935,06;3533;53
"431400 Paraí";211;98347,32;1045;8
"431402 Paraíso do Sul";294;129376,58;1140;17
"431405 Parobé";2842;1472410,28;8138;107
"431410 Passo Fundo";20616;59066466,42;124656;1157
"431420 Pedro Osório";190;108098,94;1749;13
"431430 Pejuçara";72;20165,48;150;-
"431440 Pelotas";13216;28810568,77;139564;962
"431447 Pinhal Grande";105;40540,71;497;8
"431450 Pinheiro Machado";83;58396,11;873;14
"431460 Piratini";859;407150,15;4824;48
"431470 Planalto";463;202533,33;1826;19
"431480 Portão";495;317849,57;3828;57
"431490 Porto Alegre";103318;226447306,84;776056;5537
"431500 Porto Lucena";173;81835,84;619;11
"431510 Porto Xavier";309;189189,91;1634;29
"431515 Progresso";572;237318,64;4210;21
"431520 Putinga";99;37427,06;424;7
"431530 Quaraí";945;516748,06;4282;64
"431535 Quinze de Novembro";91;66392,75;925;3
"431550 Restinga Seca";306;137751,60;1537;29
"431560 Rio Grande";9979;15535739,82;78027;662
"431570 Rio Pardo";1831;1137212,25;10321;124
"431575 Riozinho";65;27697,22;290;5
"431580 Roca Sales";160;76741,19;1228;6
"431590 Rodeio Bonito";1123;856674,63;2864;28
"431600 Rolante";667;279248,31;2205;40
"431610 Ronda Alta";1218;865827,41;11033;36
"431620 Rondinha";149;113747,83;480;5
"431630 Roque Gonzales";181;62626,06;543;13
"431640 Rosário do Sul";1304;1384678,86;7010;141
"431643 Saldanha Marinho";41;13100,75;204;3
"431645 Salto do Jacuí";299;141824,89;1005;19
"431650 Salvador do Sul";114;54608,93;494;8
"431660 Sananduva";888;489870,36;2856;42
"431710 Sant'Ana do Livramento";2881;2891923,34;14552;233
"431670 Santa Bárbara do Sul";336;213128,87;2405;8
"431680 Santa Cruz do Sul";7843;14608891,99;27490;373
"431690 Santa Maria";12571;19398016,62;84060;609
"431720 Santa Rosa";5329;9594170,94;26934;268
"431730 Santa Vitória do Palmar";954;522965,48;3644;63
"431740 Santiago";2421;2923035,71;13579;174
"431750 Santo Ângelo";4186;7857649,18;17919;283
"431760 Santo Antônio da Patrulha";895;507086,91;7424;81
"431780 Santo Augusto";1471;923516,88;7355;49
"431790 Santo Cristo";666;380270,04;2050;32
"431800 São Borja";3738;3294841,27;14800;146
"431810 São Francisco de Assis";469;210665,51;4277;32
"431820 São Francisco de Paula";709;432168,40;6422;36
"431830 São Gabriel";2900;3250797,85;17070;203
"431840 São Jerônimo";2971;2040243,63;16582;168
"431843 São João do Polêsine";112;96258,65;1222;10
"431850 São José do Norte";379;207225,07;2866;41
"431860 São José do Ouro";615;298835,41;1885;32
"431870 São Leopoldo";6058;7851786,42;28681;417
"431880 São Lourenço do Sul";1652;990097,01;9607;102
"431890 São Luiz Gonzaga";2330;1635061,43;10799;144
"431900 São Marcos";776;425324,76;2211;23
"431910 São Martinho";108;50658,49;448;12
"431915 São Miguel das Missões";237;141087,10;859;17
"431930 São Paulo das Missões";248;122861,13;1140;16
"431940 São Pedro do Sul";209;112998,57;942;39
"431950 São Sebastião do Caí";648;560501,46;9094;46
"431960 São Sepé";696;380287,67;4020;55
"431980 São Vicente do Sul";211;96201,33;1092;12
"431990 Sapiranga";3549;3608054,43;15374;205
"432000 Sapucaia do Sul";4218;4481738,53;26083;342
"432010 Sarandi";1120;860286,78;5486;33
"432020 Seberi";937;526493,09;2419;31
"432026 Segredo";349;187733,61;1960;10
"432030 Selbach";76;35190,56;226;3
"432040 Serafina Corrêa";326;154605,59;850;16
"432045 Sério";16;7819,22;117;-
"432050 Sertão";270;147853,68;3496;9
"432060 Severiano de Almeida";122;54261,27;501;4
"432067 Sinimbu";153;73460,84;504;12
"432070 Sobradinho";568;283771,35;1796;27
"432080 Soledade";1493;907854,84;7192;107
"432090 Tapejara";1416;875457,08;6137;65
"432100 Tapera";359;150448,38;1248;13
"432120 Taquara";1182;1771246,53;7629;183
"432130 Taquari";419;253604,82;3219;35
"432140 Tenente Portela";3285;4011025,25;13004;130
"432145 Teutônia";1722;1086334,87;5527;78
"432150 Torres";2390;3341217,51;10897;168
"432160 Tramandaí";3883;5082616,50;22236;361
"432170 Três Coroas";552;358041,82;3800;34
"432180 Três de Maio";1291;1453654,03;4691;100
"432190 Três Passos";1680;2126750,89;8334;133
"432195 Trindade do Sul";258;114111,62;747;9
"432200 Triunfo";372;172774,96;2115;43
"432210 Tucunduva";354;161704,98;1194;14
"432220 Tupanciretã";534;283226,86;3906;38
"432230 Tuparendi";335;206097,75;1398;34
"432240 Uruguaiana";4276;5577116,31;18174;314
"432250 Vacaria";3216;3027008,46;12913;223
"432253 Vale do Sol";453;174137,09;1664;27
"432260 Venâncio Aires";2342;2109552,91;10361;101
"432270 Vera Cruz";324;184059,73;1550;49
"432280 Veranópolis";1287;921693,63;4644;61
"432290 Viadutos";172;56506,59;785;7
"432300 Viamão";3655;5292518,71;27802;534
"500020 Água Clara";323;160930,18;921;2
"500060 Amambai";1771;593293,60;4262;19
"500070 Anastácio";729;274954,81;2101;8
"500080 Anaurilândia";192;65927,15;483;7
"500085 Angélica";194;80788,11;566;9
"500090 Antônio João";177;68797,92;441;2
"500100 Aparecida do Taboado";592;245447,15;1353;12
"500110 Aquidauana";2972;1990206,50;10385;128
"500124 Aral Moreira";249;82694,59;580;3
"500150 Bandeirantes";42;15020,40;169;-
"500190 Bataguassu";655;272409,64;1788;9
"500210 Bela Vista";745;314290,63;2341;13
"500215 Bodoquena";199;70167,38;592;3
"500220 Bonito";720;281627,49;1923;9
"500230 Brasilândia";400;145183,14;1295;11
"500240 Caarapó";719;309805,70;2290;17
"500260 Camapuã";122;48211,98;369;6
"500270 Campo Grande";43781;97488746,99;284238;2595
"500280 Caracol";180;60113,86;402;12
"500290 Cassilândia";285;105778,28;871;8
"500295 Chapadão do Sul";1230;596502,48;3121;11
"500315 Coronel Sapucaia";366;129468,09;781;5
"500320 Corumbá";4750;3345429,07;17443;328
"500325 Costa Rica";1203;478497,41;2665;43
"500330 Coxim";1343;694563,26;3497;27
"500345 Deodápolis";87;29559,94;296;6
"500348 Dois Irmãos do Buriti";157;59786,72;506;3
"500370 Dourados";8815;16368750,73;46235;705
"500380 Fátima do Sul";974;334854,12;3214;28
"500400 Glória de Dourados";389;125753,78;1005;6
"500410 Guia Lopes da Laguna";288;76949,94;864;4
"500430 Iguatemi";1026;451229,56;2722;14
"500440 Inocência";97;30686,63;405;2
"500450 Itaporã";250;110759,48;747;10
"500460 Itaquiraí";262;78214,98;543;7
"500470 Ivinhema";839;410925,43;2277;18
"500500 Jardim";873;338305,13;2125;3
"500510 Jateí";59;18705,30;198;1
"500515 Juti";189;60203,33;710;5
"500525 Laguna Carapã";38;14516,43;127;-
"500540 Maracaju";1627;627030,56;4470;24
"500560 Miranda";553;232914,78;1602;6
"500568 Mundo Novo";696;212192,00;1256;6
"500570 Naviraí";2082;954923,72;6749;32
"500580 Nioaque";13;4932,23;49;1
"500600 Nova Alvorada do Sul";530;218011,56;1431;4
"500620 Nova Andradina";2088;1121803,91;8159;84
"500625 Novo Horizonte do Sul";83;30479,50;185;2
"500630 Paranaíba";1296;762057,36;6513;87
"500635 Paranhos";527;199945,51;1196;1
"500640 Pedro Gomes";39;14581,29;132;-
"500660 Ponta Porã";4520;3401411,61;17672;209
"500690 Porto Murtinho";408;163602,10;971;7
"500710 Ribas do Rio Pardo";194;84161,00;671;5
"500720 Rio Brilhante";1092;464558,13;3351;36
"500730 Rio Negro";156;57744,48;497;4
"500740 Rio Verde de Mato Grosso";393;187964,34;1354;5
"500755 Santa Rita do Pardo";63;23034,96;227;2
"500769 São Gabriel do Oeste";1335;638067,64;4066;8
"500770 Sete Quedas";273;92024,21;677;-
"500790 Sidrolândia";462;190008,85;1241;12
"500793 Sonora";252;86734,49;629;-
"500795 Tacuru";308;104326,41;808;5
"500797 Taquarussu";73;25315,68;317;2
"500830 Três Lagoas";4016;5044553,61;14980;278
"500840 Vicentina";174;67649,67;497;4
"510020 Água Boa";768;354447,39;1983;37
"510025 Alta Floresta";2912;1571817,45;9543;105
"510030 Alto Araguaia";363;137070,12;684;13
"510060 Alto Taquari";88;53238,94;186;-
"510080 Apiacás";221;80805,39;710;-
"510125 Araputanga";41;12576,09;61;-
"510130 Arenápolis";121;50842,78;274;2
"510140 Aripuanã";512;197856,45;1418;4
"510170 Barra do Bugres";652;288029,35;1907;5
"510180 Barra do Garças";2242;2321786,89;7977;117
"510190 Brasnorte";786;245985,84;2244;14
"510250 Cáceres";6075;5549296,31;27498;411
"510260 Campinápolis";165;69069,78;474;1
"510263 Campo Novo do Parecis";427;172520,24;1019;10
"510267 Campo Verde";1272;751085,45;3013;28
"510268 Campos de Júlio";122;53951,40;396;2
"510270 Canarana";574;220285,31;1126;10
"510305 Cláudia";479;136815,54;987;10
"510310 Cocalinho";156;42413,29;437;-
"510320 Colíder";1711;1817114,02;7392;108
"510325 Colniza";661;229886,97;1197;6
"510330 Comodoro";834;421588,66;2834;9
"510335 Confresa";2259;1112417,02;5892;52
"510337 Cotriguaçu";328;121980,04;1071;4
"510340 Cuiabá";25431;42253418,77;148012;854
"510350 Diamantino";832;500709,14;1588;9
"510360 Dom Aquino";237;106141,28;482;1
"510385 Gaúcha do Norte";160;55546,76;384;1
"510390 General Carneiro";96;29571,63;235;1
"510410 Guarantã do Norte";824;401464,46;2450;45
"510420 Guiratinga";191;77822,26;344;10
"510460 Itiquira";195;73206,22;498;5
"510480 Jaciara";669;318387,42;1760;15
"510500 Jauru";142;52620,08;436;8
"510510 Juara";1070;510799,47;2849;36
"510515 Juína";2031;942132,93;7956;28
"510517 Juruena";318;122741,06;1147;4
"510520 Juscimeira";119;54491,70;481;7
"510525 Lucas do Rio Verde";2155;1286934,52;7578;43
"510558 Marcelândia";263;103832,59;1005;-
"510560 Matupá";432;197486,78;1043;23
"510562 Mirassol d'Oeste";281;130236,77;951;8
"510590 Nobres";651;324189,01;1502;19
"510610 Nossa Senhora do Livramento";33;12884,35;65;2
"510622 Nova Mutum";1155;522861,75;3420;33
"510623 Nova Olímpia";477;255726,24;1152;14
"510625 Nova Xavantina";735;295679,08;2631;28
"510627 Novo Horizonte do Norte";64;19167,97;194;1
"510628 Novo São Joaquim";211;80494,30;726;1
"510629 Paranaíta";141;46998,18;310;1
"510630 Paranatinga";454;218283,64;1045;10
"510637 Pedra Preta";158;48367,69;584;18
"510642 Peixoto de Azevedo";1939;970212,01;7216;51
"510650 Poconé";1002;421502,27;2245;37
"510670 Ponte Branca";19;6817,79;55;-
"510675 Pontes e Lacerda";2068;824098,10;4911;36
"510680 Porto dos Gaúchos";217;81543,04;569;4
"510700 Poxoréo";598;294868,18;1550;33
"510704 Primavera do Leste";3406;2953228,15;8381;102
"510706 Querência";472;208994,28;1132;3
"510718 Ribeirão Cascalheira";152;63231,97;587;2
"510720 Rio Branco";35;11785,76;87;-
"510760 Rondonópolis";13523;22014706,73;77129;652
"510770 Rosário Oeste";624;366851,35;2167;17
"510775 Salto do Céu";75;25859,21;169;3
"510777 Santa Terezinha";119;38323,93;374;-
"510785 São Félix do Araguaia";642;278879,21;1391;13
"510730 São José do Rio Claro";424;211180,06;1025;18
"510787 Sapezal";937;413953,64;2517;7
"510790 Sinop";4940;5189008,18;18446;128
"510792 Sorriso";4606;4488632,42;23738;252
"510794 Tabaporã";145;57435,20;288;1
"510795 Tangará da Serra";2563;1396686,41;8020;95
"510800 Tapurah";107;38345,76;348;-
"510805 Terra Nova do Norte";198;69012,51;826;16
"510810 Tesouro";42;16304,83;153;1
"510820 Torixoréu";143;56056,51;336;2
"510840 Várzea Grande";4999;7550459,72;29916;378
"510550 Vila Bela da Santíssima Trindade";641;287689,09;2039;8
"510860 Vila Rica";22;11710,80;41;1
"520013 Acreúna";157;54744,61;544;-
"520025 Águas Lindas de Goiás";878;311334,62;2453;61
"520030 Alexânia";709;282042,02;1723;13
"520050 Aloândia";50;24275,19;98;1
"520080 Alvorada do Norte";632;229458,29;1527;25
"520085 Americano do Brasil";55;23964,34;189;1
"520090 Amorinópolis";65;21750,84;118;1
"520110 Anápolis";15248;24819056,71;91215;768
"520140 Aparecida de Goiânia";12544;18785888,85;98655;561
"520150 Aporé";31;7109,29;78;-
"520160 Araçu";102;25812,61;139;3
"520180 Aragoiânia";3;949,12;7;1
"520215 Araguapaz";89;33189,24;291;2
"520235 Arenópolis";42;15588,94;120;-
"520250 Aruanã";143;64838,00;444;-
"520280 Avelinópolis";11;2488,75;32;-
"520320 Barro Alto";179;71925,70;393;4
"520330 Bela Vista de Goiás";675;295394,81;1702;22
"520340 Bom Jardim de Goiás";95;53413,71;119;3
"520350 Bom Jesus de Goiás";652;175757,79;1654;32
"520380 Britânia";179;75707,92;502;-
"520390 Buriti Alegre";165;40611,21;417;6
"520393 Buriti de Goiás";41;14427,43;116;1
"520410 Cachoeira Alta";81;37937,57;228;4
"520425 Cachoeira Dourada";60;20117,70;191;1
"520430 Caçu";322;140620,57;895;1
"520440 Caiapônia";546;196689,67;1021;7
"520450 Caldas Novas";1707;1083219,15;5182;40
"520470 Campinorte";132;38638,91;482;4
"520480 Campo Alegre de Goiás";12;3033,09;20;-
"520490 Campos Belos";301;116732,90;673;-
"520500 Carmo do Rio Verde";42;1857,24;41;-
"520505 Castelândia";12;5200,29;43;-
"520510 Catalão";3320;5434438,52;12416;216
"520520 Caturaí";22;6490,73;28;-
"520530 Cavalcante";3;925,69;7;-
"520540 Ceres";3353;3712944,45;8959;80
"520545 Cezarina";121;52585,35;135;-
"520547 Chapadão do Céu";276;123119,10;649;7
"520549 Cidade Ocidental";67;202017,76;103;-
"520551 Cocalzinho de Goiás";53;12187,02;205;3
"520552 Colinas do Sul";99;14688,36;109;-
"520570 Córrego do Ouro";29;7498,19;87;1
"520580 Corumbá de Goiás";8;1376,18;11;-
"520590 Corumbaíba";300;87588,43;625;7
"520620 Cristalina";786;364026,33;1981;9
"520640 Crixás";501;189669,14;1424;2
"520650 Cromínia";91;15090,03;80;2
"520660 Cumari";49;15455,92;124;1
"520670 Damianópolis";161;45867,92;440;-
